numbers, valid, location
(606) 253-9704, true, Kentucky
(250) 751-3153, true, Nanaimo, BC
(931) 638-8126, true, Tennessee
(867) 997-0976, true, Northwest Territories/Nunavut/Yukon
(652) 547-0831, false, n/a
(451) 753-6873, false, n/a
(457) 486-0094, false, n/a
(650) 872-5527, true, California
(380) 805-4265, true, Ohio
(635) 268-5182, false, n/a
(317) 327-5738, true, Indianapolis, IN
(483) 495-7965, false, n/a
(297) 364-2805, false, n/a
(336) 818-9694, true, North Carolina
(944) 485-2631, false, n/a
(279) 283-7100, true, California
(905) 512-2848, true, Ontario
(668) 410-5633, false, n/a
(311) 258-2830, false, n/a
(358) 398-3663, false, n/a
(742) 256-7214, false, n/a
(393) 357-3967, false, n/a
(562) 582-2269, true, California
(296) 956-2498, false, n/a
(825) 536-4945, true, Alberta
(479) 964-4978, true, Arkansas
(830) 978-8457, true, Texas
(785) 907-4739, true, Kansas
(266) 475-0181, false, n/a
(607) 463-2796, true, New York
(612) 893-3291, true, Minnesota
(495) 628-7152, false, n/a
(527) 713-4147, false, n/a
(278) 337-5622, false, n/a
(588) 901-0838, true, 
(219) 676-7400, true, Indiana
(404) 377-3612, true, Decatur, GA
(466) 865-1694, false, n/a
(785) 383-7473, true, Kansas
(215) 682-0116, true, Pennsylvania
(265) 929-0139, false, n/a
(665) 668-1411, false, n/a
(402) 906-9749, true, Nebraska
(958) 809-5581, false, n/a
(831) 881-3356, true, California
(844) 520-3209, true, 
(279) 556-7311, true, California
(968) 693-6207, false, n/a
(811) 733-3665, false, n/a
(684) 703-7651, false, n/a
(789) 372-9923, false, n/a
(477) 973-9350, false, n/a
(868) 360-0042, true, Trinidad & Tobago
(484) 578-1347, true, Pennsylvania
(320) 808-2504, true, Minnesota
(727) 878-1743, true, Florida
(868) 966-8430, false, n/a
(392) 787-0708, false, n/a
(937) 664-9375, true, Ohio
(284) 306-3348, false, n/a
(899) 955-4017, false, n/a
(797) 540-1284, false, n/a
(673) 880-8312, false, n/a
(209) 211-4297, true, California
(943) 490-0998, false, n/a
(806) 600-6783, true, Texas
(941) 904-9463, true, Florida
(697) 934-7992, false, n/a
(513) 398-4114, true, Mason, OH
(323) 547-0480, true, California
(228) 695-2903, true, Mississippi
(810) 828-8697, true, Michigan
(717) 899-4294, true, McVeytown, PA
(840) 864-9003, false, n/a
(722) 915-4370, false, n/a
(970) 630-0735, true, Colorado
(826) 452-5545, false, n/a
(698) 781-2479, false, n/a
(292) 496-8793, false, n/a
(312) 232-8569, true, Chicago, IL
(363) 232-1457, false, n/a
(874) 237-4206, false, n/a
(675) 352-7870, false, n/a
(216) 822-7744, true, Ohio
(618) 518-7848, true, Illinois
(352) 483-9592, true, Eustis, FL
(479) 253-9961, true, Eureka Springs, AR
(283) 454-2842, true, Ohio
(432) 735-5478, true, Texas
(771) 334-8257, false, n/a
(668) 720-2608, false, n/a
(433) 428-8853, false, n/a
(432) 637-4132, true, Texas
(384) 471-2518, false, n/a
(882) 321-2947, false, n/a
(917) 637-6329, true, New York
(649) 309-9161, false, n/a
(890) 485-7514, false, n/a
(969) 767-2903, false, n/a
(212) 237-5769, true, New York, NY
(499) 236-8166, false, n/a
(903) 484-5960, true, Texas
(579) 336-2442, true, Quebec
(632) 884-3434, false, n/a
(976) 544-4445, false, n/a
(508) 387-5679, true, Massachusetts
(507) 804-4826, true, Minnesota
(238) 765-2106, false, n/a
(294) 373-6206, false, n/a
(554) 588-5437, false, n/a
(397) 477-0867, false, n/a
(248) 665-3307, true, Michigan
(396) 949-0024, false, n/a
(810) 731-0300, true, Michigan
(931) 643-3059, true, Tennessee
(292) 939-4532, false, n/a
(575) 770-9078, true, New Mexico
(372) 443-2912, false, n/a
(219) 287-0864, true, Indiana
(657) 281-9612, true, California
(516) 307-8013, true, New York
(946) 560-2373, false, n/a
(706) 756-9985, true, Georgia
(424) 994-5933, true, California
(488) 384-2840, false, n/a
(334) 914-1689, true, Alabama
(474) 730-2029, false, n/a
(689) 985-4388, true, Florida
(649) 377-3575, false, n/a
(897) 433-6649, false, n/a
(547) 251-4555, false, n/a
(565) 596-3300, false, n/a
(498) 377-4333, false, n/a
(799) 696-8638, false, n/a
(330) 355-9574, true, Ohio
(781) 908-7505, true, Massachusetts
(247) 832-7950, false, n/a
(558) 587-3857, false, n/a
(657) 593-5453, true, California
(801) 761-7731, true, Utah
(775) 499-5086, true, Nevada
(968) 632-2061, false, n/a
(741) 434-1271, false, n/a
(960) 742-2575, false, n/a
(523) 422-3666, false, n/a
(894) 852-4380, false, n/a
(347) 502-8316, true, New York
(907) 425-8628, true, Alaska
(390) 990-0354, false, n/a
(465) 331-0672, false, n/a
(452) 450-0389, false, n/a
(333) 495-8350, false, n/a
(579) 246-0682, true, Quebec
(576) 213-5594, false, n/a
(650) 385-1964, true, California
(876) 921-0071, true, Jamaica
(846) 647-1174, false, n/a
(285) 960-5615, false, n/a
(646) 571-6668, true, New York
(850) 255-7181, true, Florida
(712) 682-1644, true, Iowa
(924) 836-6006, false, n/a
(301) 922-7508, true, Maryland
(977) 696-1497, false, n/a
(922) 427-6639, false, n/a
(348) 265-2387, false, n/a
(426) 354-0803, false, n/a
(703) 752-0394, true, Virginia
(220) 220-2906, true, Ohio
(958) 802-9565, false, n/a
(542) 213-2921, false, n/a
(814) 401-7715, true, Pennsylvania
(767) 944-4933, false, n/a
(911) 786-1959, false, n/a
(961) 760-4397, false, n/a
(670) 587-4617, false, n/a
(415) 633-6250, true, California
(250) 911-5763, true, British Columbia
(559) 743-6181, true, California
(513) 693-7852, true, Ohio
(900) 574-3383, true, 
(937) 590-8505, true, Ohio
(792) 254-6084, false, n/a
(864) 587-4066, true, Spartanburg, SC
(423) 399-6433, true, Tennessee
(476) 877-4209, false, n/a
(219) 534-9200, true, Indiana
(720) 863-3349, true, Colorado
(881) 514-0511, false, n/a
(812) 432-8023, true, Dillsboro, IN
(427) 309-5531, false, n/a
(429) 829-1879, false, n/a
(321) 748-6993, true, Florida
(425) 979-4908, true, Washington State
(649) 456-9593, false, n/a
(693) 248-9008, false, n/a
(815) 377-7202, true, Illinois
(532) 475-7583, false, n/a
(903) 664-3882, true, Texas
(662) 802-6233, true, Mississippi
(437) 477-8923, true, Ontario
(373) 943-3842, false, n/a
(426) 260-8530, false, n/a
(909) 263-9196, true, California
(450) 430-5356, true, Quebec
(273) 672-3006, false, n/a
(752) 865-6028, false, n/a
(451) 689-0570, false, n/a
(981) 942-9972, false, n/a
(962) 943-5111, false, n/a
(213) 601-8103, true, Los Angeles, CA
(258) 653-6573, false, n/a
(602) 861-7433, true, Phoenix, AZ
(638) 844-9071, false, n/a
(756) 225-2852, false, n/a
(547) 265-1588, false, n/a
(757) 470-8228, true, Virginia
(780) 952-6617, true, Alberta
(658) 272-9787, true, Jamaica
(982) 585-1310, false, n/a
(745) 564-0111, false, n/a
(907) 753-7527, true, Alaska
(672) 410-1234, true, British Columbia
(484) 835-4904, true, Pennsylvania
(227) 691-2726, false, n/a
(813) 479-2382, true, Florida
(258) 394-3849, false, n/a
(340) 828-4385, false, n/a
(345) 738-2647, false, n/a
(763) 483-7220, true, Minnesota
(533) 870-4297, true, 
(282) 907-5576, false, n/a
(359) 729-0899, false, n/a
(989) 981-7357, true, Michigan
(474) 742-0010, false, n/a
(419) 874-6642, true, Perrysburg, OH
(869) 663-6621, true, St. Kitts & Nevis
(271) 509-4494, false, n/a
(990) 246-0082, false, n/a
(802) 985-1119, true, Shelburne, VT
(671) 577-9874, false, n/a
(612) 768-1076, true, Minnesota
(553) 256-3666, false, n/a
(825) 954-1514, true, Alberta
(783) 318-0018, false, n/a
(681) 591-9951, true, West Virginia
(537) 523-2672, false, n/a
(990) 936-2923, false, n/a
(533) 253-0313, true, 
(255) 686-7556, false, n/a
(711) 425-5106, false, n/a
(777) 359-6593, false, n/a
(358) 211-4826, false, n/a
(361) 496-4842, true, Texas
(901) 554-9417, true, Tennessee
(520) 975-2524, true, Arizona
(752) 930-0462, false, n/a
(747) 428-6869, true, California
(454) 560-7849, false, n/a
(483) 579-5744, false, n/a
(659) 906-5652, false, n/a
(759) 342-8869, false, n/a
(502) 676-8371, true, Kentucky
(773) 841-7286, true, Chicago, IL
(712) 386-5460, true, Iowa
(324) 786-7200, false, n/a
(568) 823-1763, false, n/a
(960) 347-7710, false, n/a
(644) 445-9923, false, n/a
(641) 314-1871, true, Iowa
(388) 494-3045, false, n/a
(495) 283-6304, false, n/a
(446) 582-0890, false, n/a
(262) 464-7141, true, Wisconsin
(287) 314-1365, false, n/a
(800) 843-7435, true, 
(616) 396-8394, true, Holland, MI
(691) 593-4562, false, n/a
(825) 995-9926, true, Alberta
(945) 507-7941, false, n/a
(259) 582-7922, false, n/a
(921) 370-0456, false, n/a
(812) 553-3508, true, Indiana
(773) 254-7605, true, Chicago, IL
(535) 980-6867, false, n/a
(779) 936-8995, true, Illinois
(932) 986-2299, false, n/a
(728) 407-1894, false, n/a
(463) 456-8371, true, Indiana
(785) 630-2889, true, Kansas
(872) 224-2081, true, Chicago, IL
(708) 503-3566, true, Illinois
(710) 684-9032, true, United States
(974) 249-2261, false, n/a
(230) 875-2357, false, n/a
(617) 695-1687, true, Boston, MA
(485) 287-8719, false, n/a
(800) 417-3001, true, 
(556) 618-0228, false, n/a
(496) 807-3607, false, n/a
(759) 304-5297, false, n/a
(912) 745-8540, true, Georgia
(801) 684-9485, true, Utah
(315) 552-5988, true, New York
(918) 865-8905, true, Mannford, OK
(403) 237-8252, true, Calgary, AB
(857) 566-0102, true, Massachusetts
(324) 643-3447, false, n/a
(716) 396-6072, true, New York
(736) 474-3294, false, n/a
(828) 471-8618, true, North Carolina
(940) 454-7654, true, Texas
(926) 800-5311, false, n/a
(780) 322-3845, true, Alberta
(310) 781-7230, true, Torrance, CA
(751) 498-5973, false, n/a
(349) 939-8915, false, n/a
(716) 403-3663, true, New York
(521) 324-1760, true, 
(428) 696-4898, false, n/a
(328) 956-7176, false, n/a
(887) 559-5224, false, n/a
(230) 646-2708, false, n/a
(405) 539-4320, true, Oklahoma
(464) 615-4511, false, n/a
(507) 877-0892, true, Minnesota
(795) 401-7650, false, n/a
(601) 214-9776, true, Mississippi
(273) 836-1973, false, n/a
(318) 431-8452, true, Louisiana
(402) 990-9354, true, Nebraska
(532) 507-7775, false, n/a
(336) 792-4721, true, North Carolina
(251) 967-0821, true, Gulf Shores, AL
(857) 452-8678, true, Massachusetts
(770) 804-1855, true, Atlanta, GA
(663) 224-1213, false, n/a
(808) 201-4249, true, Hawaii
(251) 622-8262, true, Alabama
(300) 683-9760, false, n/a
(820) 270-0973, true, California
(453) 730-6692, false, n/a
(589) 900-0362, false, n/a
(870) 329-6157, true, Arkansas
(335) 706-4278, false, n/a
(955) 795-1748, false, n/a
(957) 211-2358, false, n/a
(358) 579-6366, false, n/a
(400) 830-7898, false, n/a
(950) 635-1789, false, n/a
(591) 647-2886, false, n/a
(350) 968-1641, false, n/a
(757) 993-7742, true, Virginia
(627) 590-2806, false, n/a
(315) 747-0143, true, New York
(875) 658-4403, false, n/a
(218) 609-2312, true, Minnesota
(689) 844-4452, true, Florida
(952) 627-7310, true, Minnesota
(489) 652-0763, false, n/a
(379) 585-4084, false, n/a
(585) 766-7016, true, New York
(385) 738-9899, true, Utah
(390) 421-0840, false, n/a
(940) 352-1129, true, Texas
(887) 604-1101, false, n/a
(492) 808-9129, false, n/a
(304) 438-9360, true, Rainelle, WV
(753) 689-3450, false, n/a
(883) 701-3781, false, n/a
(346) 417-7377, true, Texas
(886) 628-1879, false, n/a
(387) 553-0372, false, n/a
(498) 270-8092, false, n/a
(994) 554-0692, false, n/a
(704) 713-3652, true, North Carolina
(424) 212-2198, true, California
(268) 832-5136, false, n/a
(204) 731-7406, true, Manitoba
(253) 481-4432, true, Washington State
(359) 207-5339, false, n/a
(543) 944-3037, false, n/a
(562) 849-7446, true, California
(870) 242-4395, true, Arkansas
(894) 475-9513, false, n/a
(297) 495-2271, false, n/a
(420) 772-0429, false, n/a
(481) 869-6980, false, n/a
(447) 901-7496, false, n/a
(272) 685-3185, true, Pennsylvania
(568) 612-5619, false, n/a
(637) 423-4591, false, n/a
(250) 317-2096, true, Kelowna, BC
(693) 399-0981, false, n/a
(549) 282-7494, false, n/a
(914) 714-5642, true, New York
(677) 982-6731, false, n/a
(551) 672-2792, true, New Jersey
(847) 857-7461, true, Illinois
(868) 710-9987, true, Trinidad & Tobago
(372) 622-0849, false, n/a
(849) 925-8758, true, Dominican Republic
(608) 916-3953, true, Wisconsin
(481) 998-2871, false, n/a
(281) 903-4622, true, Texas
(231) 351-2339, true, Michigan
(445) 239-2654, true, Philadelphia
(307) 384-4624, true, Wyoming
(204) 278-0959, true, Manitoba
(777) 882-0717, false, n/a
(630) 319-2570, true, Illinois
(374) 886-5670, false, n/a
(460) 920-0846, false, n/a
(376) 677-8819, false, n/a
(975) 362-0764, false, n/a
(951) 637-3040, true, Riverside, CA
(887) 909-3616, false, n/a
(980) 952-5309, true, North Carolina
(821) 608-4246, false, n/a
(927) 815-6356, false, n/a
(829) 544-5751, true, Dominican Republic
(846) 790-7530, false, n/a
(572) 232-0111, false, n/a
(300) 314-3582, false, n/a
(776) 443-9346, false, n/a
(885) 583-6414, false, n/a
(398) 856-5982, false, n/a
(721) 546-8442, true, Sint Maarten
(862) 567-3831, true, New Jersey
(756) 726-5343, false, n/a
(696) 749-6797, false, n/a
(263) 335-3651, false, n/a
(463) 557-2334, true, Indiana
(799) 744-1337, false, n/a
(994) 330-7136, false, n/a
(561) 861-1085, true, Florida
(726) 558-1818, true, San Antonio, TX
(791) 533-4469, false, n/a
(840) 568-1237, false, n/a
(627) 588-1838, false, n/a
(517) 523-8472, true, Osseo, MI
(663) 880-5621, false, n/a
(333) 603-0304, false, n/a
(704) 302-3295, true, North Carolina
(942) 336-7411, false, n/a
(562) 628-1995, true, California
(836) 952-7762, false, n/a
(799) 201-1973, false, n/a
(940) 461-3977, true, Texas
(311) 875-9145, false, n/a
(623) 760-4366, true, Arizona
(522) 415-9642, true, 
(443) 500-7385, true, Maryland
(881) 922-5366, false, n/a
(709) 594-5026, true, Newfoundland and Labrador
(767) 419-4080, false, n/a
(377) 842-9737, false, n/a
(447) 899-8345, false, n/a
(965) 269-1159, false, n/a
(839) 368-2130, false, n/a
(837) 647-8915, false, n/a
(423) 774-5134, true, Tennessee
(918) 892-0205, true, Oklahoma
(349) 512-4699, false, n/a
(602) 625-9485, true, Arizona
(589) 968-8990, false, n/a
(224) 434-0250, true, Illinois
(210) 754-7072, true, San Antonio, TX
(690) 720-4583, false, n/a
(650) 764-2933, true, California
(846) 611-2442, false, n/a
(607) 515-6890, true, New York
(294) 839-1670, false, n/a
(330) 911-6969, true, Ohio
(478) 459-8496, true, Georgia
(706) 895-1547, true, Georgia
(249) 216-5960, true, Ontario
(278) 910-7196, false, n/a
(390) 986-7800, false, n/a
(663) 684-2554, false, n/a
(612) 382-7015, true, Minnesota
(585) 225-6726, true, Rochester, NY
(690) 651-8765, false, n/a
(408) 268-5543, true, San Jose, CA
(648) 774-5150, false, n/a
(456) 249-1726, false, n/a
(299) 333-7569, false, n/a
(567) 449-7699, true, Ohio
(217) 783-3727, true, Illinois
(945) 597-4386, false, n/a
(448) 918-8176, false, n/a
(548) 725-0783, true, Ontario
(917) 588-6688, true, New York
(718) 654-2817, true, Bronx, NY
(377) 394-2796, false, n/a
(674) 512-2327, false, n/a
(814) 775-2177, true, Pennsylvania
(526) 963-8940, false, n/a
(716) 413-5245, true, New York
(302) 801-7301, true, Delaware
(509) 381-7357, true, Washington State
(876) 455-0248, true, Jamaica
(741) 623-8198, false, n/a
(944) 798-9877, false, n/a
(930) 994-3939, true, Indiana
(453) 354-2545, false, n/a
(332) 235-2159, true, New York, NY
(352) 744-4619, true, Florida
(598) 358-9760, false, n/a
(461) 475-5614, false, n/a
(899) 785-9644, false, n/a
(588) 431-0819, true, 
(240) 798-5022, true, Maryland
(932) 767-5398, false, n/a
(806) 338-6171, true, Texas
(905) 821-8001, true, Mississauga, ON
(237) 955-2669, false, n/a
(898) 310-9298, false, n/a
(332) 508-4925, true, New York, NY
(784) 807-3061, false, n/a
(658) 420-3557, true, Jamaica
(460) 839-3310, false, n/a
(868) 869-7303, false, n/a
(934) 331-8246, true, New York, NY
(538) 692-5473, false, n/a
(567) 997-3799, true, Ohio
(745) 697-9421, false, n/a
(596) 959-4096, false, n/a
(273) 446-1389, false, n/a
(402) 482-1047, true, Lincoln, NE
(281) 228-0781, true, Texas
(645) 357-6378, false, n/a
(366) 522-4293, false, n/a
(686) 922-9974, false, n/a
(966) 689-1819, false, n/a
(832) 941-5539, true, Texas
(508) 530-4582, true, Massachusetts
(890) 863-7501, false, n/a
(301) 363-0973, true, Maryland
(451) 905-0971, false, n/a
(639) 708-1714, true, Saskatchewan
(682) 910-8257, true, Texas
(493) 922-3133, false, n/a
(770) 445-7362, true, Dallas, GA
(717) 848-4823, true, York, PA
(697) 634-1472, false, n/a
(836) 307-7445, false, n/a
(304) 782-1165, true, Salem, WV
(785) 942-6949, true, Kansas
(627) 397-8032, false, n/a
(395) 602-2992, false, n/a
(513) 774-4243, true, Ohio
(450) 298-0371, true, Quebec
(923) 247-8116, false, n/a
(404) 525-5773, true, Atlanta, GA
(453) 439-1528, false, n/a
(593) 231-4844, false, n/a
(356) 579-5790, false, n/a
(873) 872-7543, true, Quebec
(930) 838-7798, true, Indiana
(856) 601-5269, true, New Jersey
(476) 637-1012, false, n/a
(574) 882-6337, true, Indiana
(370) 638-2447, false, n/a
(834) 369-4266, false, n/a
(347) 384-5607, true, New York
(433) 671-4089, false, n/a
(332) 563-5003, true, New York, NY
(443) 734-0157, true, Maryland
(894) 376-5351, false, n/a
(559) 224-5125, true, Fresno, CA
(361) 425-9480, true, Texas
(267) 801-4599, true, Pennsylvania
(470) 751-1306, true, Georgia
(255) 327-5443, false, n/a
(340) 574-2489, false, n/a
(538) 230-0194, false, n/a
(322) 766-0727, false, n/a
(811) 288-3210, false, n/a
(469) 426-1092, true, Texas
(388) 589-5728, false, n/a
(820) 815-6051, true, California
(274) 254-1228, false, n/a
(422) 990-1249, false, n/a
(574) 686-0175, true, Indiana
(492) 502-9566, false, n/a
(466) 594-9584, false, n/a
(668) 302-7920, false, n/a
(399) 719-9847, false, n/a
(840) 769-1721, false, n/a
(522) 700-1509, true, 
(207) 618-3535, true, Maine
(413) 421-4630, true, Massachusetts
(724) 449-5183, true, Gibsonia, PA
(398) 417-3599, false, n/a
(781) 956-3708, true, Massachusetts
(966) 572-0595, false, n/a
(981) 616-9115, false, n/a
(390) 497-3182, false, n/a
(808) 557-5954, true, Hawaii
(882) 624-5124, false, n/a
(645) 241-6537, false, n/a
(894) 226-1612, false, n/a
(996) 923-8517, false, n/a
(856) 674-0042, true, New Jersey
(915) 803-9722, true, Texas
(837) 485-0776, false, n/a
(239) 215-2869, true, Florida
(963) 661-0005, false, n/a
(683) 251-5630, false, n/a
(220) 945-7637, true, Ohio
(558) 902-2007, false, n/a
(909) 258-8739, true, California
(233) 904-4995, false, n/a
(558) 703-0095, false, n/a
(626) 540-7519, true, California
(639) 247-1665, true, Saskatchewan
(277) 624-7848, false, n/a
(309) 919-5978, true, Illinois
(781) 531-9307, true, Massachusetts
(807) 502-4243, true, Ontario
(600) 571-0829, true, Canada
(839) 878-3055, false, n/a
(605) 488-2534, true, South Dakota
(833) 273-3443, true, 
(677) 493-4486, false, n/a
(207) 455-3284, true, Maine
(449) 366-3780, false, n/a
(249) 821-8606, true, Ontario
(347) 432-2763, true, New York
(358) 483-0975, false, n/a
(521) 396-1594, true, 
(412) 668-2476, true, Pennsylvania
(228) 448-2445, true, Mississippi
(701) 288-9652, true, Ashley, ND
(655) 787-2351, false, n/a
(677) 371-2282, false, n/a
(866) 545-0273, true, 
(397) 573-2359, false, n/a
(256) 806-2453, true, Alabama
(227) 833-8535, false, n/a
(676) 626-7769, false, n/a
(501) 402-4076, true, Arkansas
(372) 224-0303, false, n/a
(488) 557-7268, false, n/a
(277) 246-1616, false, n/a
(351) 322-9301, true, Massachusetts
(467) 779-6095, false, n/a
(774) 298-6112, true, Massachusetts
(965) 633-8754, false, n/a
(388) 683-6673, false, n/a
(375) 380-6480, false, n/a
(360) 844-5465, true, Washington State
(969) 712-3209, false, n/a
(541) 313-8895, true, Oregon
(303) 774-2330, true, Longmont, CO
(939) 556-0691, true, Puerto Rico
(972) 387-6051, true, Dallas, TX
(333) 767-1323, false, n/a
(470) 420-3568, true, Georgia
(360) 464-8767, true, Washington State
(229) 880-6590, true, Georgia
(707) 688-3859, true, California
(798) 820-5959, false, n/a
(298) 684-6528, false, n/a
(680) 891-7470, true, New York
(457) 589-0387, false, n/a
(928) 447-6523, true, Arizona
(655) 449-1265, false, n/a
(854) 778-5688, true, Ohio
(995) 724-4659, false, n/a
(972) 367-1750, true, Texas
(493) 852-6503, false, n/a
(441) 301-7659, true, Bermuda
(497) 954-5823, false, n/a
(239) 522-3905, true, Florida
(936) 883-1644, true, Texas
(950) 703-8870, false, n/a
(733) 709-3190, false, n/a
(923) 888-8775, false, n/a
(873) 494-2154, true, Quebec
(294) 546-6102, false, n/a
(552) 339-2614, false, n/a
(280) 214-3289, false, n/a
(353) 265-5068, false, n/a
(813) 652-2212, true, Florida
(353) 296-9288, false, n/a
(341) 719-7848, true, California
(226) 495-6289, true, Ontario
(797) 445-1281, false, n/a
(895) 965-3749, false, n/a
(961) 397-3545, false, n/a
(696) 863-6566, false, n/a
(709) 768-1504, true, Newfoundland and Labrador
(281) 883-0811, true, Texas
(393) 522-0848, false, n/a
(909) 756-7979, true, California
(370) 731-4229, false, n/a
(355) 587-3885, false, n/a
(505) 436-7370, true, New Mexico
(547) 238-1700, false, n/a
(517) 394-6370, true, Lansing, MI
(830) 495-8350, true, Texas
(840) 876-1144, false, n/a
(345) 538-7126, false, n/a
(917) 217-5548, true, New York
(243) 671-6463, false, n/a
(752) 876-9124, false, n/a
(996) 872-1389, false, n/a
(930) 668-7915, true, Indiana
(470) 522-5098, true, Georgia
(991) 795-9090, false, n/a
(424) 592-3644, true, California
(494) 544-6164, false, n/a
(706) 716-4288, true, Georgia
(864) 934-2309, true, South Carolina
(800) 797-1183, true, 
(623) 373-3611, true, Arizona
(220) 559-1153, true, Ohio
(513) 314-4023, true, Ohio
(387) 238-6167, false, n/a
(287) 474-6623, false, n/a
(565) 940-7709, false, n/a
(895) 318-7496, false, n/a
(996) 239-8739, false, n/a
(802) 522-2065, true, Vermont
(719) 274-9560, true, La Jara, CO
(675) 245-6199, false, n/a
(533) 402-6083, true, 
(222) 279-5991, false, n/a
(298) 849-4329, false, n/a
(609) 215-1091, true, New Jersey
(482) 418-4436, false, n/a
(605) 842-0172, true, Winner, SD
(642) 548-9732, false, n/a
(451) 264-2202, false, n/a
(716) 996-8008, true, New York
(364) 406-3479, true, Kentucky
(704) 553-9243, true, Charlotte, NC
(863) 721-0690, true, Florida
(728) 334-0782, false, n/a
(726) 575-3093, true, San Antonio, TX
(631) 652-4648, true, New York
(589) 234-9117, false, n/a
(399) 339-2667, false, n/a
(530) 473-2193, true, Williams, CA
(794) 630-7762, false, n/a
(285) 748-8486, false, n/a
(502) 639-6409, true, Kentucky
(707) 610-6304, true, California
(865) 929-5113, true, Tennessee
(379) 367-5613, false, n/a
(968) 551-5834, false, n/a
(441) 595-2893, true, Bermuda
(906) 842-3613, true, Michigan
(918) 639-7469, true, Oklahoma
(698) 723-9564, false, n/a
(831) 382-9608, true, California
(335) 234-8862, false, n/a
(569) 712-0253, false, n/a
(376) 732-5326, false, n/a
(852) 816-9643, false, n/a
(667) 336-6988, true, Maryland
(348) 703-1523, false, n/a
(858) 382-5548, true, California
(252) 709-9427, true, North Carolina
(632) 785-3033, false, n/a
(474) 586-4586, false, n/a
(549) 724-3985, false, n/a
(844) 891-8000, true, 
(691) 323-6126, false, n/a
(444) 947-2493, false, n/a
(258) 297-8261, false, n/a
(906) 706-2987, true, Michigan
(937) 319-0723, true, Ohio
(493) 266-7537, false, n/a
(586) 802-4307, true, Michigan
(282) 704-6290, false, n/a
(235) 728-3486, false, n/a
(649) 328-5616, false, n/a
(420) 819-7445, false, n/a
(883) 691-9059, false, n/a
(483) 550-8947, false, n/a
(378) 759-2987, false, n/a
(715) 915-1609, true, Wisconsin
(890) 949-8678, false, n/a
(819) 350-3497, true, Quebec
(828) 258-0646, true, Asheville, NC
(958) 721-4358, false, n/a
(391) 372-0155, false, n/a
(558) 494-2162, false, n/a
(709) 828-0244, true, Newfoundland and Labrador
(646) 547-9340, true, New York
(433) 529-5000, false, n/a
(518) 905-1941, true, New York
(695) 987-4193, false, n/a
(374) 648-3215, false, n/a
(402) 587-0328, true, Nebraska
(746) 455-1742, false, n/a
(516) 580-6739, true, New York
(556) 572-0563, false, n/a
(828) 890-6628, true, North Carolina
(914) 755-0746, true, New York
(846) 359-8625, false, n/a
(388) 952-0811, false, n/a
(546) 815-0630, false, n/a
(860) 374-4804, true, Connecticut
(840) 690-8075, false, n/a
(222) 758-6336, false, n/a
(343) 937-9903, true, Ontario
(455) 790-6191, false, n/a
(937) 998-6883, true, Ohio
(904) 611-1964, true, Florida
(851) 352-7163, false, n/a
(526) 856-1663, false, n/a
(222) 415-5642, false, n/a
(673) 817-3376, false, n/a
(388) 336-5484, false, n/a
(420) 708-5321, false, n/a
(774) 610-2991, true, Massachusetts
(364) 675-3154, true, Kentucky
(865) 254-4302, true, Tennessee
(462) 220-1061, false, n/a
(855) 890-2708, true, 
(757) 327-9758, true, Virginia
(585) 961-5697, true, New York
(588) 994-3400, true, 
(600) 582-8993, true, Canada
(888) 310-3531, true, 
(996) 419-1859, false, n/a
(558) 341-8851, false, n/a
(876) 556-1059, true, Jamaica
(638) 894-9351, false, n/a
(884) 840-5201, false, n/a
(843) 626-5619, true, Myrtle Beach, SC
(302) 216-0198, true, Delaware
(776) 683-0488, false, n/a
(915) 873-3068, true, Texas
(469) 269-2702, true, Texas
(938) 568-4084, true, Alabama
(546) 839-3495, false, n/a
(328) 720-4629, false, n/a
(959) 449-3211, true, Connecticut
(858) 649-0968, true, California
(797) 282-3574, false, n/a
(705) 344-3107, true, Ontario
(526) 837-3151, false, n/a
(304) 842-8619, true, Bridgeport, WV
(246) 439-4451, true, Barbados
(709) 976-1540, true, Newfoundland and Labrador
(974) 783-4413, false, n/a
(772) 606-5521, true, Florida
(733) 229-8935, false, n/a
(587) 571-6395, true, Alberta
(466) 323-3807, false, n/a
(280) 958-8317, false, n/a
(524) 860-2008, false, n/a
(392) 515-9283, false, n/a
(677) 589-8817, false, n/a
(421) 969-1877, false, n/a
(369) 459-0848, false, n/a
(973) 436-1572, true, New Jersey
(689) 466-5134, true, Florida
(520) 329-1643, true, Tucson, AZ
(513) 821-7668, true, Cincinnati, OH
(760) 917-0096, true, California
(911) 739-6477, false, n/a
(430) 360-5704, true, Texas
(815) 955-3228, true, Illinois
(919) 945-9676, true, North Carolina
(661) 585-3876, true, California
(650) 898-3497, true, California
(935) 218-6519, false, n/a
(431) 901-2523, true, Manitoba
(705) 320-4937, true, Ontario
(820) 994-4163, true, California
(962) 364-2304, false, n/a
(899) 959-1336, false, n/a
(314) 384-5427, true, St. Louis, MO
(265) 811-0124, false, n/a
(862) 502-0176, true, New Jersey
(853) 839-0882, false, n/a
(217) 530-6452, true, Illinois
(630) 869-7926, true, Illinois
(247) 280-1083, false, n/a
(337) 715-4312, true, Louisiana
(566) 861-7667, true, 
(851) 248-4107, false, n/a
(418) 528-0456, true, Quebec City, QC
(294) 488-4909, false, n/a
(938) 400-2281, true, Alabama
(261) 422-6988, false, n/a
(776) 930-7333, false, n/a
